word,pos,freq,index,freq_quantile,len,len_quantile,word_raw
фатальний,adjective,7423,5644,3,10,mid,фата́льний
по-справжньому,adverb,5652,4518,3,15,long,по-спра́вжньому
вперто,adverb,6933,5348,3,7,short,впе́рто
даремно,adverb,6114,4829,3,8,short,даре́мно
марно,adverb,5789,4610,3,6,short,ма́рно
по-четверте,adverb,6014,4754,3,12,long,по-четве́рте
вранці,adverb,5875,4664,3,7,short,вра́нці
всюди,adverb,6255,4928,3,6,short,всю́ди
наперед,adverb,4939,4018,3,8,short,напере́д
тихо,adverb,6141,4848,3,5,short,ти́хо
наполегливо,adverb,5099,4131,3,12,long,наполе́гливо
високо,adverb,5355,4311,3,7,short,ви́соко
потроху,adverb,6464,5057,3,8,short,потро́ху
донині,adverb,5520,4429,3,7,short,дони́ні
небезпечно,adverb,6673,5187,3,11,long,небезпе́чно
критично,adverb,5785,4608,3,9,mid,крити́чно
напій,noun,5896,4678,3,6,short,напі́й
руїна,noun,5809,4622,3,6,short,руї́на
сервіс,noun,7410,5635,3,7,short,се́рвіс
реставрація,noun,5548,4449,3,12,long,реставра́ція
індія,noun,4978,4044,3,6,short,І́ндія
могутність,noun,6668,5185,3,11,long,могу́тність
пошта,noun,6134,4843,3,6,short,по́шта
грек,noun,4760,3898,3,4,short,грек
популяризація,noun,6898,5333,3,14,long,популяриза́ція
істота,noun,5837,4640,3,7,short,істо́та
ялта,noun,5188,4190,3,5,short,Я́лта
престиж,noun,6468,5061,3,8,short,прести́ж
рубіж,noun,6699,5205,3,6,short,рубі́ж
данило,noun,4788,3917,3,7,short,Данило́
небажання,noun,5029,4079,3,10,mid,небажа́ння
установити,verb,5461,4384,3,11,long,установи́ти
викинути,verb,6490,5074,3,9,mid,ви́кинути
ловити,verb,5786,4609,3,7,short,лови́ти
знищувати,verb,5627,4500,3,10,mid,зни́щувати
охарактеризувати,verb,5847,4647,3,17,long,охарактеризува́ти
завдавати,verb,5780,4603,3,10,mid,завдава́ти
перераховувати,verb,7153,5485,3,15,long,перерахо́вувати
взаємодіяти,verb,6297,4949,3,12,long,взаємоді́яти
бігати,verb,6034,4770,3,7,short,бі́гати
переїхати,verb,5386,4335,3,10,mid,переї́хати
пропустити,verb,6691,5201,3,11,long,пропусти́ти
повести,verb,5955,4716,3,8,short,повести́
зацікавитися,verb,6728,5222,3,13,long,заціка́витися
впадати,verb,7196,5516,3,8,short,впада́ти
веліти,verb,5144,4159,3,7,short,велі́ти
аморальний,adjective,8893,6546,4,11,long,амора́льний
бразильський,adjective,10434,7378,4,13,long,брази́льський
передній,adjective,9777,7025,4,9,mid,пере́дній
єгипетський,adjective,8150,6077,4,12,long,єги́петський
популістський,adjective,7678,5809,4,14,long,популі́стський
безкомпромісний,adjective,9857,7066,4,16,long,безкомпромі́сний
передбачуваний,adjective,7671,5802,4,15,long,передба́чуваний
новаторський,adjective,10526,7429,4,13,long,нова́торський
сухопутний,adjective,8474,6288,4,11,long,сухопу́тний
переможений,adjective,7672,5803,4,12,long,перемо́жений
просторий,adjective,7975,5973,4,10,mid,просто́рий
наочний,adjective,7651,5789,4,8,short,нао́чний
смачний,adjective,10195,7254,4,8,short,смачни́й
нікчемний,adjective,10752,7547,4,10,mid,нікче́мний
річковий,adjective,9635,6954,4,9,mid,річкови́й
коли-небудь,adverb,9571,6913,4,12,long,коли́-небудь
осторонь,adverb,9291,6768,4,9,mid,о́сторонь
непомітно,adverb,9131,6677,4,10,mid,непомі́тно
невпинно,adverb,10125,7213,4,9,mid,невпи́нно
позаду,adverb,9156,6695,4,7,short,поза́ду
динамічно,adverb,8658,6404,4,10,mid,динамі́чно
примусово,adverb,10795,7565,4,10,mid,примусо́во
вдень,adverb,9529,6892,4,5,short,вдень
прозоро,adverb,9797,7036,4,8,short,прозо́ро
праворуч,adverb,9617,6943,4,9,mid,право́руч
взимку,adverb,8117,6059,4,7,short,взи́мку
почасти,adverb,7970,5969,4,8,short,поча́сти
ледве,adverb,9105,6665,4,6,short,ле́две
персонально,adverb,9959,7119,4,12,long,персона́льно
урочисто,adverb,8367,6215,4,9,mid,урочи́сто
варіація,noun,10861,7600,4,9,mid,варіа́ція
диригент,noun,8919,6560,4,9,mid,дириге́нт
силовик,noun,8343,6193,4,8,short,силови́к
перевибори,noun,9144,6687,4,11,long,переви́бори
кран,noun,8290,6162,4,4,short,кран
вус,noun,10668,7499,4,3,short,вус
моряк,noun,7649,5788,4,6,short,моря́к
зізнання,noun,7825,5892,4,9,mid,зізна́ння
автошлях,noun,8891,6544,4,9,mid,автошля́х
хвіст,noun,8239,6128,4,5,short,хвіст
борисович,noun,9524,6889,4,10,mid,Бори́сович
казна,noun,8682,6420,4,6,short,казна́
працездатність,noun,7971,5970,4,15,long,працезда́тність
медведчук,noun,9927,7099,4,10,mid,Медведчу́к
садочок,noun,9640,6956,4,8,short,садо́чок
розірвати,verb,8336,6187,4,10,mid,розірва́ти
проникати,verb,9473,6862,4,10,mid,проника́ти
емігрувати,verb,10908,7618,4,11,long,емігрува́ти
схвалювати,verb,8355,6204,4,11,long,схва́лювати
реєструватися,verb,9803,7037,4,14,long,реєструва́тися
ототожнювати,verb,7960,5965,4,13,long,отото́жнювати
дзвонити,verb,7737,5837,4,9,mid,дзвони́ти
приєднуватися,verb,8315,6173,4,14,long,приє́днуватися
оглянути,verb,8436,6263,4,9,mid,огля́нути
мінімізувати,verb,8425,6255,4,13,long,мінімізува́ти
переробити,verb,10547,7441,4,11,long,перероби́ти
гратися,verb,7816,5887,4,8,short,гра́тися
резюмувати,verb,7864,5911,4,11,long,резюмува́ти
відокремити,verb,10662,7498,4,12,long,відокре́мити
рубати,verb,9175,6705,4,7,short,руба́ти
крихітний,adjective,13695,8973,5,10,mid,кри́хітний
полярний,adjective,13803,9017,5,9,mid,поля́рний
пролетарський,adjective,12412,8375,5,14,long,пролета́рський
занепокоєний,adjective,11161,7759,5,13,long,занепоко́єний
виправний,adjective,13182,8745,5,10,mid,виправни́й
монолітний,adjective,13319,8810,5,11,long,монолі́тний
заражений,adjective,13639,8951,5,10,mid,зара́жений
синтетичний,adjective,14331,9249,5,12,long,синтети́чний
довірливий,adjective,11949,8160,5,11,long,дові́рливий
гібридний,adjective,14483,9311,5,10,mid,гібри́дний
відважний,adjective,13553,8916,5,10,mid,відва́жний
жирний,adjective,11957,8164,5,7,short,жи́рний
неспокійний,adjective,14603,9364,5,12,long,неспокі́йний
непомічений,adjective,11203,7787,5,12,long,непомі́чений
об'ємний,adjective,11208,7791,5,9,mid,об'є́мний
безслідно,adverb,13941,9081,5,10,mid,безслі́дно
назовні,adverb,12030,8193,5,8,short,назо́вні
усюди,adverb,11866,8115,5,6,short,усю́ди
затим,adverb,12890,8604,5,6,short,зати́м
звично,adverb,13263,8780,5,7,short,зви́чно
позавчора,adverb,12390,8366,5,10,mid,позавчо́ра
індивідуально,adverb,11698,8037,5,14,long,індивідуа́льно
несвідомо,adverb,13756,8999,5,10,mid,несвідо́мо
завдовжки,adverb,11155,7756,5,10,mid,завдо́вжки
щотижня,adverb,11076,7707,5,8,short,щоти́жня
нудно,adverb,12660,8489,5,6,short,ну́дно
інтуїтивно,adverb,13661,8959,5,11,long,інтуїти́вно
аналогічно,adverb,13505,8893,5,11,long,аналогі́чно
змалку,adverb,14549,9337,5,7,short,зма́лку
дбайливо,adverb,12530,8431,5,9,mid,дбайли́во
бомбардувальник,noun,14919,9506,5,16,long,бомбардува́льник
йорданія,noun,13665,8960,5,9,mid,Йорда́нія
несумісність,noun,14192,9192,5,13,long,несумі́сність
чемпіонка,noun,12474,8403,5,10,mid,чемпіо́нка
наручник,noun,12643,8480,5,9,mid,нару́чник
чашка,noun,11877,8119,5,6,short,ча́шка
євгенія,noun,13240,8770,5,8,short,Євге́нія
стилістика,noun,11556,7971,5,11,long,стилі́стика
тростина,noun,12159,8254,5,9,mid,трости́на
льодяник,noun,12614,8465,5,9,mid,льодяни́к
олень,noun,14210,9202,5,6,short,о́лень
дороговказ,noun,15022,9558,5,11,long,дороговка́з
закордон,noun,12881,8598,5,9,mid,закордо́н
міщанин,noun,12021,8189,5,8,short,міщани́н
атлас,noun,14429,9293,5,6,short,а́тлас
систематизувати,verb,11551,7968,5,16,long,систематизува́ти
осмислити,verb,12676,8496,5,10,mid,осми́слити
недооцінювати,verb,12648,8483,5,14,long,недооці́нювати
запізнитися,verb,13636,8948,5,12,long,запізни́тися
простояти,verb,12112,8232,5,10,mid,просто́яти
вішати,verb,14963,9531,5,7,short,ві́шати
подовжувати,verb,13372,8834,5,12,long,подо́вжувати
уживати,verb,12770,8544,5,8,short,ужива́ти
лаяти,verb,11441,7914,5,6,short,ла́яти
крити,verb,12307,8327,5,6,short,кри́ти
відслідковувати,verb,14958,9530,5,16,long,відслідко́вувати
оволодіти,verb,12056,8206,5,10,mid,оволоді́ти
тренуватися,verb,12768,8542,5,12,long,тренува́тися
вигравати,verb,13960,9090,5,10,mid,виграва́ти
з'їдати,verb,11690,8032,5,8,short,з'їда́ти
засніжений,adjective,18512,10929,6,11,long,засні́жений
густонаселений,adjective,19397,11236,6,15,long,густонасе́лений
каламутний,adjective,15094,9582,6,11,long,каламу́тний
смажений,adjective,19027,11105,6,9,mid,сма́жений
сміттєвий,adjective,16536,10164,6,10,mid,сміттє́вий
хронологічний,adjective,18174,10805,6,14,long,хронологі́чний
збагачений,adjective,17617,10595,6,11,long,збага́чений
безжальний,adjective,17414,10518,6,11,long,безжа́льний
карий,adjective,15630,9810,6,6,short,ка́рий
нюрнберзький,adjective,15219,9634,6,13,long,ню́рнберзький
береговий,adjective,16686,10224,6,10,mid,берегови́й
безхмарний,adjective,18280,10850,6,11,long,безхма́рний
притомний,adjective,17158,10410,6,10,mid,прито́мний
палестинський,adjective,18811,11039,6,14,long,палести́нський
смаковий,adjective,17250,10446,6,9,mid,смакови́й
навдивовижу,adverb,17777,10662,6,12,long,навдивови́жу
вчетверте,adverb,17513,10552,6,10,mid,вчетве́рте
мудро,adverb,15177,9619,6,6,short,му́дро
щоранку,adverb,17365,10494,6,8,short,щора́нку
завзято,adverb,15583,9793,6,8,short,завзя́то
все-таки,adverb,17512,10551,6,9,mid,все-таки́
щомісячно,adverb,15419,9729,6,10,mid,щомі́сячно
поспішно,adverb,18894,11061,6,9,mid,поспі́шно
щасливо,adverb,18199,10819,6,8,short,щасли́во
істинно,adverb,17657,10611,6,8,short,і́стинно
злегка,adverb,16210,10042,6,7,short,зле́гка
кількісно,adverb,18595,10962,6,10,mid,кі́лькісно
спішно,adverb,18071,10771,6,7,short,спі́шно
пошепки,adverb,16446,10125,6,8,short,по́шепки
звідкись,adverb,18528,10936,6,9,mid,зві́дкись
радіохвиля,noun,15319,9675,6,11,long,радіохви́ля
назар,noun,18708,11011,6,6,short,Наза́р
малярство,noun,17739,10647,6,10,mid,маля́рство
мікроорганізм,noun,17008,10349,6,14,long,мікрооргані́зм
кейс,noun,18587,10959,6,4,short,кейс
насос,noun,15195,9625,6,6,short,насо́с
українознавство,noun,15390,9715,6,16,long,українозна́вство
братія,noun,16698,10231,6,7,short,бра́тія
мінерал,noun,17009,10350,6,8,short,мінера́л
гавань,noun,16784,10267,6,7,short,га́вань
шахівниця,noun,18191,10814,6,10,mid,шахівни́ця
землероб,noun,19539,11280,6,9,mid,землеро́б
плач,noun,15270,9655,6,4,short,плач
щітка,noun,18201,10820,6,6,short,щі́тка
гвінея,noun,19366,11229,6,7,short,Гвіне́я
зазіхнути,verb,17601,10587,6,10,mid,зазіхну́ти
переїжджати,verb,16403,10113,6,12,long,переїжджа́ти
підкорювати,verb,19904,11400,6,12,long,підко́рювати
ухилитися,verb,15953,9933,6,10,mid,ухили́тися
множити,verb,15700,9836,6,8,short,мно́жити
обмовитися,verb,17832,10676,6,11,long,обмо́витися
ствердити,verb,20124,11477,6,10,mid,стве́рдити
махнути,verb,16289,10076,6,8,short,махну́ти
підключатися,verb,17115,10388,6,13,long,підключа́тися
присудити,verb,17156,10408,6,10,mid,присуди́ти
сварити,verb,16521,10155,6,8,short,свари́ти
фотографувати,verb,15400,9720,6,14,long,фотографува́ти
передумати,verb,15766,9858,6,11,long,переду́мати
виїздити,verb,16055,9975,6,9,mid,ви́їздити
нанести,verb,17791,10664,6,8,short,нанести́
другосортний,adjective,21844,12031,7,13,long,другосо́ртний
п'ятдесятий,adjective,24349,12755,7,12,long,п'ятдеся́тий
григоріанський,adjective,23337,12482,7,15,long,григоріа́нський
чудесний,adjective,24752,12872,7,9,mid,чуде́сний
вродливий,adjective,21724,11992,7,10,mid,вродли́вий
багатообіцяючий,adjective,23070,12388,7,16,long,багатообіця́ючий
дурнуватий,adjective,23466,12508,7,11,long,дурнува́тий
проникливий,adjective,21158,11810,7,12,long,прони́кливий
океанський,adjective,24069,12687,7,11,long,океа́нський
непереконливий,adjective,23999,12666,7,15,long,непереко́нливий
кубинський,adjective,25768,13171,7,11,long,куби́нський
мультикультурний,adjective,23908,12643,7,17,long,мультикульту́рний
братерський,adjective,21605,11952,7,12,long,брате́рський
кисневий,adjective,22040,12091,7,9,mid,кисне́вий
киргизький,adjective,22039,12090,7,11,long,кирги́зький
туди-сюди,adverb,22849,12326,7,11,long,туди́-сюди́
напам'ять,adverb,20891,11731,7,10,mid,напа́м'ять
вбік,adverb,24996,12958,7,4,short,вбік
безпомилково,adverb,20338,11551,7,13,long,безпомилко́во
зблизька,adverb,21945,12060,7,9,mid,збли́зька
оригінально,adverb,20982,11758,7,12,long,оригіна́льно
униз,adverb,22875,12335,7,5,short,уни́з
трішечки,adverb,22839,12321,7,9,mid,трі́шечки
абсурдно,adverb,21515,11919,7,9,mid,абсу́рдно
наввипередки,adverb,25957,13229,7,13,long,навви́передки
щовечора,adverb,21499,11914,7,9,mid,щове́чора
умисно,adverb,21411,11886,7,7,short,уми́сно
етнічно,adverb,25407,13063,7,8,short,етні́чно
обабіч,adverb,22354,12168,7,7,short,оба́біч
елегантно,adverb,23477,12512,7,10,mid,елега́нтно
протигаз,noun,26488,13350,7,9,mid,протига́з
підробіток,noun,26290,13302,7,11,long,підробі́ток
кардіологія,noun,25636,13126,7,12,long,кардіоло́гія
граната,noun,20486,11615,7,8,short,грана́та
зомбі,noun,25557,13101,7,6,short,зо́мбі
старик,noun,21327,11861,7,7,short,стари́к
прийменник,noun,24282,12737,7,11,long,прийме́нник
перемишль,noun,22430,12189,7,10,mid,Пере́мишль
винороб,noun,21656,11972,7,8,short,виноро́б
приятелька,noun,26456,13344,7,11,long,при́ятелька
діячка,noun,21817,12020,7,7,short,дія́чка
духівник,noun,25366,13055,7,9,mid,духівни́к
допустимість,noun,23439,12505,7,13,long,допусти́мість
смужка,noun,24498,12792,7,7,short,сму́жка
безладдя,noun,23093,12398,7,9,mid,безла́ддя
мочити,verb,20859,11727,7,7,short,мочи́ти
дописувати,verb,21830,12026,7,11,long,допи́сувати
розбудувати,verb,22640,12255,7,12,long,розбудува́ти
голубити,verb,25215,13015,7,9,mid,голу́бити
розміститися,verb,21234,11827,7,13,long,розмісти́тися
просунути,verb,21163,11811,7,10,mid,просу́нути
гнобити,verb,25206,13010,7,8,short,гноби́ти
бомбардувати,verb,24961,12947,7,13,long,бомбардува́ти
набридати,verb,22245,12142,7,10,mid,набрида́ти
ув'язнити,verb,22861,12331,7,10,mid,ув'язни́ти
заподіяти,verb,25488,13084,7,10,mid,заподі́яти
розфарбовувати,verb,26583,13378,7,15,long,розфарбо́вувати
розміщати,verb,26569,13372,7,10,mid,розміща́ти
наїстися,verb,23932,12650,7,9,mid,наї́стися
заражати,verb,21927,12054,7,9,mid,заража́ти
свобідний,adjective,33201,14814,8,10,mid,свобі́дний
газований,adjective,30626,14292,8,10,mid,газо́ваний
гігієнічний,adjective,34985,15136,8,12,long,гігієні́чний
ендокринний,adjective,27791,13689,8,12,long,ендокри́нний
замалий,adjective,31124,14399,8,8,short,замали́й
причинний,adjective,32825,14730,8,10,mid,причи́нний
бактеріальний,adjective,30126,14177,8,14,long,бактеріа́льний
противний,adjective,32889,14742,8,10,mid,проти́вний
вказівний,adjective,34787,15100,8,10,mid,вказівни́й
благочестивий,adjective,27229,13555,8,14,long,благочести́вий
шістдесятий,adjective,29941,14135,8,12,long,шістдеся́тий
несерйозний,adjective,32186,14601,8,12,long,несерйо́зний
етимологічний,adjective,35477,15208,8,14,long,етимологі́чний
двополюсний,adjective,30775,14337,8,12,long,двопо́люсний
ошелешений,adjective,28834,13888,8,11,long,ошеле́шений
саркастично,adverb,33185,14808,8,12,long,саркасти́чно
вп'яте,adverb,34846,15112,8,7,short,вп'я́те
уголос,adverb,29722,14087,8,7,short,уго́лос
далебі,adverb,30760,14332,8,7,short,далебі́
стрімголов,adverb,33388,14848,8,11,long,стрімголо́в
надвір,adverb,32001,14576,8,7,short,надві́р
ззаду,adverb,35816,15259,8,6,short,зза́ду
інде,adverb,35954,15276,8,5,short,і́нде
ва-банк,adverb,27290,13574,8,8,short,ва-ба́нк
удосвіта,adverb,26833,13442,8,9,mid,удо́світа
рівномірно,adverb,33005,14763,8,11,long,рівномі́рно
он,adverb,28784,13871,8,2,short,он
голіруч,adverb,35045,15142,8,8,short,голіру́ч
як-небудь,adverb,33905,14939,8,10,mid,як-не́будь
наяву,adverb,32097,14589,8,6,short,наяву́
приазов'я,noun,32772,14719,8,10,mid,Приазо́в'я
рись,noun,32999,14762,8,4,short,рись
збентеження,noun,31195,14412,8,12,long,збенте́ження
гопак,noun,27596,13636,8,6,short,гопа́к
слина,noun,26676,13404,8,6,short,сли́на
кварц,noun,28147,13756,8,5,short,кварц
кар'єра,noun,31429,14457,8,8,short,кар'є́ра
регулярність,noun,32968,14756,8,13,long,регуля́рність
ясновидець,noun,29985,14151,8,11,long,яснови́дець
самодисципліна,noun,33162,14800,8,15,long,самодисциплі́на
миття,noun,28450,13818,8,6,short,миття́
приліт,noun,32793,14724,8,7,short,прилі́т
балерина,noun,34196,15002,8,9,mid,балери́на
домен,noun,35319,15186,8,6,short,доме́н
янкі,noun,33913,14940,8,5,short,я́нкі
вирізувати,verb,34608,15079,8,11,long,вирі́зувати
виснажити,verb,30422,14249,8,10,mid,ви́снажити
здорожувати,verb,35801,15256,8,12,long,здоро́жувати
молоти,verb,31947,14566,8,7,short,моло́ти
пригостити,verb,32780,14722,8,11,long,пригости́ти
почивати,verb,32758,14714,8,9,mid,почива́ти
змішати,verb,28006,13727,8,8,short,зміша́ти
укомплектувати,verb,29728,14088,8,15,long,укомплектува́ти
вимирати,verb,27366,13591,8,9,mid,вимира́ти
обстріляти,verb,28742,13861,8,11,long,обстріля́ти
повнити,verb,32620,14691,8,8,short,по́внити
погнати,verb,32628,14693,8,8,short,погна́ти
послатися,verb,29086,13944,8,10,mid,посла́тися
дискримінувати,verb,35259,15177,8,15,long,дискримінува́ти
бороти,verb,27068,13511,8,7,short,боро́ти
худорлявий,adjective,39214,15805,9,11,long,худорля́вий
сізіфів,adjective,38717,15719,9,8,short,сізі́фів
скороспілий,adjective,48758,16935,9,12,long,скороспі́лий
невербальний,adjective,37085,15435,9,13,long,неверба́льний
кремнієвий,adjective,44358,16446,9,11,long,кре́мнієвий
сестринський,adjective,38681,15704,9,13,long,сестри́нський
купальний,adjective,44446,16455,9,10,mid,купа́льний
бентежний,adjective,40418,15993,9,10,mid,бенте́жний
наручний,adjective,37026,15430,9,9,mid,нару́чний
науково-фантастичний,adjective,37050,15433,9,22,long,науко́во-фантасти́чний
однодумний,adjective,46190,16646,9,11,long,одноду́мний
мишачий,adjective,36753,15403,9,8,short,ми́шачий
скорий,adjective,38754,15728,9,7,short,ско́рий
дівчачий,adjective,42333,16219,9,9,mid,дівча́чий
трудний,adjective,49589,17035,9,8,short,трудни́й
вдвоє,adverb,40884,16054,9,6,short,вдво́є
здалека,adverb,43306,16324,9,8,short,зда́лека
ієрархічно,adverb,43522,16353,9,11,long,ієрархі́чно
симетрично,adverb,38696,15708,9,11,long,симетри́чно
немислимо,adverb,37164,15451,9,10,mid,неми́слимо
обопільно,adverb,46121,16640,9,10,mid,обопі́льно
щосекунди,adverb,39762,15890,9,10,mid,щосеку́нди
пліч-о-пліч,adverb,37817,15571,9,12,long,пліч-о́-пліч
абикуди,adverb,50819,17163,9,8,short,аби́куди
охайно,adverb,37496,15509,9,7,short,оха́йно
сердечно,adverb,38679,15703,9,9,mid,серде́чно
звечора,adverb,43275,16320,9,8,short,зве́чора
нарочито,adverb,37025,15429,9,9,mid,нарочи́то
файно,adverb,39366,15822,9,6,short,фа́йно
спереду,adverb,38853,15745,9,8,short,спе́реду
удав,noun,49693,17049,9,5,short,уда́в
ангажемент,noun,39947,15923,9,11,long,ангажеме́нт
