word,pos,freq,index,freq_quantile,len,len_quantile,word_raw
бакалавр,noun,8380,6224,4,9,mid,бакала́вр
кільце,noun,10098,7199,4,7,short,кільце́
тлумачити,verb,7589,5753,4,10,mid,тлума́чити
тягнути,verb,8885,6539,4,8,short,тягну́ти
пасти,verb,9601,6932,4,6,short,па́сти
кликати,verb,9725,6998,4,8,short,кли́кати
погіршитися,verb,8998,6607,4,12,long,погі́ршитися
з'їсти,verb,8676,6416,4,7,short,з'ї́сти
засвоїти,verb,9714,6993,4,9,mid,засво́їти
надихати,verb,7947,5954,4,9,mid,нади́хати
перехопити,verb,8572,6349,4,11,long,перехопи́ти
шокувати,verb,8887,6541,4,9,mid,шокува́ти
пускати,verb,7574,5743,4,8,short,пуска́ти
зіштовхуватися,verb,10930,7625,4,15,long,зішто́вхуватися
облаштувати,verb,8435,6262,4,12,long,облаштува́ти
розширюватися,verb,9481,6865,4,14,long,розши́рюватися
оприлюднювати,verb,9598,6930,4,14,long,оприлю́днювати
вересневий,adjective,14931,9514,5,11,long,вересне́вий
тримісячний,adjective,12467,8400,5,12,long,тримі́сячний
празький,adjective,14274,9227,5,9,mid,пра́зький
афганський,adjective,13509,8894,5,11,long,афга́нський
неорганічний,adjective,13748,8994,5,13,long,неоргані́чний
комічний,adjective,13682,8966,5,9,mid,комі́чний
довготерміновий,adjective,15015,9554,5,16,long,довготерміно́вий
січневий,adjective,13425,8858,5,9,mid,січне́вий
сталевий,adjective,11847,8111,5,9,mid,стале́вий
процвітаючий,adjective,14308,9239,5,13,long,процвіта́ючий
прадавній,adjective,11246,7810,5,10,mid,прада́вній
козачий,adjective,14108,9152,5,8,short,коза́чий
довжелезний,adjective,12249,8296,5,12,long,довжеле́зний
великомасштабний,adjective,14930,9513,5,17,long,великомасшта́бний
невизнаний,adjective,14657,9389,5,11,long,неви́знаний
технологічно,adverb,12464,8399,5,13,long,технологі́чно
наодинці,adverb,12639,8477,5,9,mid,наоди́нці
повсюди,adverb,11792,8082,5,8,short,повсю́ди
коли,adverb,11181,7775,5,5,short,коли́
ліворуч,adverb,11189,7780,5,8,short,ліво́руч
щонайбільше,adverb,13918,9070,5,12,long,щонайбі́льше
догори,adverb,15018,9555,5,7,short,догори́
радісно,adverb,12118,8235,5,8,short,ра́дісно
неприємно,adverb,12347,8347,5,10,mid,неприє́мно
чутно,adverb,14406,9279,5,6,short,чу́тно
відмінно,adverb,12221,8284,5,9,mid,відмі́нно
діаметрально,adverb,12860,8588,5,13,long,діаметра́льно
ненадовго,adverb,12045,8198,5,10,mid,ненадо́вго
пул,noun,12115,8234,5,3,short,пул
соняшник,noun,11840,8107,5,9,mid,со́няшник
самозахист,noun,12131,8240,5,11,long,самоза́хист
пішохід,noun,11788,8079,5,8,short,пішохі́д
радикал,noun,12417,8377,5,8,short,радика́л
гак,noun,11648,8016,5,3,short,гак
ходжа,noun,12780,8549,5,6,short,ходжа́
брухт,noun,11910,8141,5,5,short,брухт
мотлох,noun,14628,9378,5,7,short,мо́тлох
пророцтво,noun,12111,8231,5,10,mid,проро́цтво
електроенергетика,noun,12872,8593,5,18,long,електроенерге́тика
вікторович,noun,13566,8922,5,11,long,Ві́кторович
дуля,noun,13614,8940,5,5,short,ду́ля
філіал,noun,12776,8548,5,7,short,філіа́л
співучасник,noun,11843,8110,5,12,long,співуча́сник
затримуватися,verb,12562,8444,5,14,long,затри́муватися
виголошувати,verb,11106,7727,5,13,long,виголо́шувати
чергувати,verb,14861,9481,5,10,mid,чергува́ти
погіршувати,verb,11509,7949,5,12,long,погі́ршувати
наполягти,verb,12641,8479,5,10,mid,наполягти́
задати,verb,11679,8027,5,7,short,зада́ти
відшкодувати,verb,11365,7883,5,13,long,відшкодува́ти
підраховувати,verb,14719,9426,5,14,long,підрахо́вувати
приготувати,verb,11527,7957,5,12,long,приготува́ти
занурюватися,verb,11407,7901,5,13,long,зану́рюватися
утекти,verb,11300,7843,5,7,short,утекти́
діставатися,verb,12539,8433,5,12,long,дістава́тися
послаблювати,verb,13384,8839,5,13,long,посла́блювати
опрацювати,verb,12673,8495,5,11,long,опрацюва́ти
сніговий,adjective,15903,9914,6,9,mid,снігови́й
недоторканий,adjective,19789,11361,6,13,long,недото́рканий
гітарний,adjective,19372,11231,6,9,mid,гітарни́й
турботливий,adjective,19086,11130,6,12,long,турбо́тливий
двопартійний,adjective,19405,11240,6,13,long,двопарті́йний
високооплачуваний,adjective,17471,10535,6,18,long,високоопла́чуваний
повнолітній,adjective,17908,10706,6,12,long,повнолі́тній
всеохоплюючий,adjective,17511,10550,6,14,long,всеохо́плюючий
столітній,adjective,15367,9701,6,10,mid,столі́тній
легеневий,adjective,19654,11323,6,10,mid,легене́вий
коломийський,adjective,18604,10965,6,13,long,коломи́йський
ароматний,adjective,17398,10507,6,10,mid,арома́тний
старанний,adjective,18083,10776,6,10,mid,стара́нний
приземлений,adjective,17952,10724,6,12,long,призе́млений
аудіовізуальний,adjective,16014,9960,6,16,long,аудіовізуа́льний
неохоче,adverb,15149,9610,6,8,short,неохо́че
наново,adverb,17792,10665,6,7,short,на́ново
ніжно,adverb,19811,11367,6,6,short,ні́жно
донизу,adverb,19444,11249,6,7,short,дони́зу
споконвіку,adverb,15358,9697,6,11,long,споконві́ку
хутко,adverb,15975,9941,6,6,short,ху́тко
дешево,adverb,17550,10565,6,7,short,де́шево
направо,adverb,15190,9624,6,8,short,напра́во
уранці,adverb,16600,10192,6,7,short,ура́нці
докупи,adverb,18449,10910,6,7,short,доку́пи
примара,noun,17957,10726,6,8,short,прима́ра
апельсин,noun,17394,10503,6,9,mid,апельси́н
реінкарнація,noun,15852,9893,6,13,long,реінкарна́ція
прип'ять,noun,18916,11067,6,9,mid,При́п'ять
ін'єкція,noun,17651,10608,6,9,mid,ін'є́кція
торт,noun,19078,11125,6,4,short,торт
швейцарець,noun,16637,10203,6,11,long,швейца́рець
мученик,noun,17020,10354,6,8,short,му́ченик
бджола,noun,18270,10845,6,7,short,бджола́
шина,noun,18193,10815,6,5,short,ши́на
рибальство,noun,16495,10142,6,11,long,риба́льство
конгломерат,noun,18609,10968,6,12,long,конгломера́т
колонізатор,noun,16944,10325,6,12,long,колоніза́тор
чарівність,noun,15977,9942,6,11,long,чарі́вність
кур'єр,noun,19644,11317,6,7,short,кур'є́р
присвячуватися,verb,17961,10728,6,15,long,присвя́чуватися
перебудувати,verb,15243,9643,6,13,long,перебудува́ти
колядувати,verb,18605,10966,6,11,long,колядува́ти
поселити,verb,15802,9875,6,9,mid,посели́ти
розважатися,verb,20019,11435,6,12,long,розважа́тися
зайнятися,verb,18496,10923,6,10,mid,зайня́тися
переорієнтувати,verb,15249,9644,6,16,long,переорієнтува́ти
закрутити,verb,18499,10925,6,10,mid,закрути́ти
прослухати,verb,15837,9887,6,11,long,прослу́хати
помити,verb,17925,10713,6,7,short,поми́ти
слабшати,verb,18054,10762,6,9,mid,сла́бшати
приголомшити,verb,17950,10722,6,13,long,приголо́мшити
пірнути,verb,19913,11403,6,8,short,пірну́ти
жати,verb,16865,10298,6,5,short,жа́ти
розрізнити,verb,15867,9901,6,11,long,розрізни́ти
реакційний,adjective,26512,13357,7,11,long,реакці́йний
вітрильний,adjective,21707,11987,7,11,long,вітри́льний
безуспішний,adjective,21578,11946,7,12,long,безуспі́шний
гравітаційний,adjective,25229,13023,7,14,long,гравітаці́йний
міфологічний,adjective,22212,12134,7,13,long,міфологі́чний
безоглядний,adjective,24911,12930,7,12,long,безогля́дний
щотижневий,adjective,20276,11528,7,11,long,щотижне́вий
хвилюючий,adjective,21450,11898,7,10,mid,хвилю́ючий
деревний,adjective,23382,12493,7,9,mid,деревни́й
неприкритий,adjective,24005,12668,7,12,long,неприкри́тий
працелюбний,adjective,26421,13338,7,12,long,працелю́бний
прокремлівський,adjective,26474,13347,7,16,long,прокремлі́вський
слуховий,adjective,26607,13382,7,9,mid,слухови́й
передвоєнний,adjective,21022,11769,7,13,long,передвоє́нний
ущент,adverb,22891,12338,7,6,short,уще́нт
виважено,adverb,23163,12419,7,9,mid,ви́важено
жарко,adverb,23494,12517,7,6,short,жа́рко
зневажливо,adverb,20652,11663,7,11,long,знева́жливо
по-шосте,adverb,22544,12225,7,9,mid,по-шо́сте
безвідповідально,adverb,24903,12929,7,17,long,безвідповіда́льно
удень,adverb,21406,11883,7,6,short,уде́нь
солодко,adverb,24504,12794,7,8,short,со́лодко
візир,noun,21697,11983,7,6,short,візи́р
аквапарк,noun,24819,12900,7,9,mid,аквапа́рк
ґвалтівник,noun,21747,11999,7,11,long,ґвалтівни́к
дошкільня,noun,21842,12029,7,10,mid,дошкільня́
килимок,noun,23680,12566,7,8,short,килимо́к
стелаж,noun,21333,11863,7,7,short,стела́ж
делікатес,noun,25271,13031,7,10,mid,делікате́с
шлак,noun,20263,11523,7,4,short,шлак
монреаль,noun,20856,11726,7,9,mid,Монреа́ль
диктант,noun,21810,12019,7,8,short,дикта́нт
туфля,noun,20188,11495,7,6,short,ту́фля
степанівна,noun,24538,12804,7,11,long,Степа́нівна
трюм,noun,24633,12832,7,4,short,трюм
ковзанка,noun,22056,12096,7,9,mid,ко́взанка
стаханов,noun,24534,12801,7,9,mid,Стаха́нов
автоматизувати,verb,23012,12376,7,15,long,автоматизува́ти
журити,verb,23508,12519,7,7,short,жури́ти
шкодити,verb,21485,11908,7,8,short,шко́дити
адмініструвати,verb,24813,12898,7,15,long,адмініструва́ти
глядіти,verb,23317,12474,7,8,short,гляді́ти
зорієнтувати,verb,25559,13102,7,13,long,зорієнтува́ти
бідувати,verb,24932,12939,7,9,mid,бідува́ти
помогти,verb,24232,12725,7,8,short,помогти́
розділятися,verb,21219,11822,7,12,long,розділя́тися
обстрілювати,verb,22362,12171,7,13,long,обстрі́лювати
розтанути,verb,26578,13377,7,10,mid,розта́нути
пообідати,verb,24239,12727,7,10,mid,пообі́дати
гойдати,verb,25210,13013,7,8,short,гойда́ти
завважувати,verb,25442,13073,7,12,long,завва́жувати
запорошений,adjective,27906,13708,8,12,long,запоро́шений
імунологічний,adjective,31337,14437,8,14,long,імунологі́чний
аеродинамічний,adjective,30008,14157,8,15,long,аеродинамі́чний
герметичний,adjective,27562,13625,8,12,long,гермети́чний
спокусливий,adjective,26704,13414,8,12,long,споку́сливий
печений,adjective,28925,13908,8,8,short,пече́ний
вигнутий,adjective,34550,15069,8,9,mid,ви́гнутий
гомосексуальний,adjective,30711,14317,8,16,long,гомосексуа́льний
паліативний,adjective,32418,14650,8,12,long,паліати́вний
сяючий,adjective,26750,13423,8,7,short,ся́ючий
легковірний,adjective,31692,14516,8,12,long,легкові́рний
безпомічний,adjective,27192,13543,8,12,long,безпо́мічний
короткозорий,adjective,31594,14495,8,13,long,короткозо́рий
інопланетний,adjective,28069,13742,8,13,long,іноплане́тний
стисло,adverb,26725,13419,8,7,short,сти́сло
допізна,adverb,35332,15190,8,8,short,допі́зна
хибно,adverb,26914,13464,8,6,short,хи́бно
далеченько,adverb,27643,13655,8,11,long,далече́нько
велоспорт,noun,34513,15061,8,10,mid,велоспо́рт
сліпота,noun,29490,14030,8,8,short,сліпота́
чати,noun,26951,13473,8,5,short,ча́ти
єна,noun,31016,14376,8,4,short,є́на
відеогра,noun,34693,15087,8,9,mid,відеогра́
земфіра,noun,35747,15244,8,8,short,Земфі́ра
світлиця,noun,26638,13397,8,9,mid,світли́ця
божественність,noun,27243,13561,8,15,long,боже́ственність
височина,noun,27396,13598,8,9,mid,височина́
устриця,noun,33624,14889,8,8,short,у́стриця
черпак,noun,29911,14125,8,7,short,черпа́к
ковток,noun,31517,14474,8,7,short,ковто́к
адамович,noun,33965,14956,8,9,mid,Ада́мович
головпоштамт,noun,35052,15143,8,13,long,головпошта́мт
бацила,noun,27169,13534,8,7,short,баци́ла
голити,verb,27588,13635,8,7,short,голи́ти
заспокоюватися,verb,27922,13714,8,15,long,заспоко́юватися
витлумачувати,verb,34651,15083,8,14,long,витлума́чувати
заварити,verb,35562,15226,8,9,mid,завари́ти
оподаткувати,verb,28796,13876,8,13,long,оподаткува́ти
відгадати,verb,34686,15086,8,10,mid,відгада́ти
розвідати,verb,33031,14770,8,10,mid,розві́дати
мстити,verb,28503,13825,8,7,short,мсти́ти
отруїти,verb,28828,13885,8,8,short,отруї́ти
задихнутися,verb,31092,14394,8,12,long,задихну́тися
занизити,verb,27899,13707,8,9,mid,зани́зити
лупити,verb,31740,14525,8,7,short,лупи́ти
згинути,verb,31231,14418,8,8,short,зги́нути
вештатися,verb,30353,14236,8,10,mid,ве́штатися
з'єднатися,verb,35814,15257,8,11,long,з'єдна́тися
русофільський,adjective,48387,16897,9,14,long,русофі́льський
буддистський,adjective,40714,16037,9,13,long,будди́стський
гористий,adjective,41153,16088,9,9,mid,гори́стий
братовбивчий,adjective,40665,16032,9,13,long,братовби́вчий
широкоплечий,adjective,50559,17138,9,13,long,широкопле́чий
арамейський,adjective,40125,15950,9,12,long,араме́йський
спішний,adjective,48959,16963,9,8,short,спі́шний
стотисячний,adjective,49105,16980,9,12,long,стоти́сячний
вербний,adjective,40921,16061,9,8,short,ве́рбний
мальдівський,adjective,44895,16513,9,13,long,мальді́вський
неуважний,adjective,45920,16619,9,10,mid,неува́жний
багатобічний,adjective,40228,15964,9,13,long,багатобі́чний
задумливий,adjective,42151,16207,9,11,long,заду́мливий
щопонеділка,adverb,39759,15889,9,12,long,щопонеді́лка
мабуть,adverb,44810,16500,9,7,short,ма́буть
статистично,adverb,38932,15757,9,12,long,статисти́чно
назавше,adverb,45413,16570,9,8,short,наза́вше
особо,adverb,46429,16682,9,6,short,осо́бо
тет-а-тет,adverb,49392,17013,9,10,mid,тет-а-те́т
корок,noun,44256,16431,9,6,short,ко́рок
блюдце,noun,40546,16017,9,7,short,блю́дце
ненажерливість,noun,37170,15454,9,15,long,ненаже́рливість
поблажливість,noun,37829,15575,9,14,long,побла́жливість
опіум,noun,46348,16667,9,6,short,о́піум
безголов'я,noun,40360,15987,9,11,long,безголо́в'я
похмілля,noun,38008,15603,9,9,mid,похмі́лля
карпатець,noun,43830,16386,9,10,mid,карпа́тець
кобальт,noun,36193,15311,9,8,short,ко́бальт
ослінчик,noun,46425,16680,9,9,mid,ослі́нчик
чорногуз,noun,50427,17122,9,9,mid,чорногу́з
демонологія,noun,42117,16203,9,12,long,демоноло́гія
скверна,noun,38734,15724,9,8,short,скве́рна
гусениця,noun,42007,16190,9,9,mid,гу́сениця
чисельник,noun,50404,17119,9,10,mid,чисе́льник
озброювати,verb,46210,16651,9,11,long,озбро́ювати
оправдувати,verb,37444,15502,9,12,long,опра́вдувати
цупити,verb,50319,17106,9,7,short,цу́пити
знезаражувати,verb,43405,16337,9,14,long,знезара́жувати
закреслювати,verb,43011,16285,9,13,long,закре́слювати
відшмагати,verb,41307,16111,9,11,long,відшмага́ти
омолодити,verb,46319,16662,9,10,mid,омолоди́ти
прокидатися,verb,38165,15638,9,12,long,прокида́тися
цілитися,verb,50306,17104,9,9,mid,ці́литися
розважити,verb,38397,15672,9,10,mid,розва́жити
роздягнути,verb,48138,16870,9,11,long,роздягну́ти
ощасливлювати,verb,46493,16689,9,14,long,ощасли́влювати
послабляти,verb,47319,16782,9,11,long,послабля́ти
фарерський,adjective,81964,19007,10,11,long,фаре́рський
богобоязкий,adjective,53337,17324,10,12,long,богобоязки́й
слоновий,adjective,76968,18722,10,9,mid,слоно́вий
зеленуватий,adjective,61590,17784,10,12,long,зеленува́тий
вапняковий,adjective,54141,17377,10,11,long,вапняко́вий
вусатий,adjective,56245,17496,10,8,short,вуса́тий
тихенький,adjective,80481,18934,10,10,mid,тихе́нький
каштановий,adjective,63447,17904,10,11,long,кашта́новий
неправдоподібний,adjective,69784,18264,10,17,long,неправдоподі́бний
багнистий,adjective,52259,17246,10,10,mid,багни́стий
бежевий,adjective,52630,17272,10,8,short,бе́жевий
ентомологічний,adjective,59831,17683,10,15,long,ентомологі́чний
моногамний,adjective,68163,18171,10,11,long,монога́мний
хоч-не-хоч,adverb,83024,19055,10,11,long,хоч-не-хо́ч
безладно,adverb,52686,17277,10,9,mid,безла́дно
втім,adverb,56192,17486,10,4,short,втім
строковик,noun,79529,18873,10,10,mid,строкови́к
піжама,noun,72930,18457,10,7,short,піжа́ма
похресниця,noun,74161,18559,10,11,long,похре́сниця
страшило,noun,79466,18871,10,9,mid,страши́ло
сільце,noun,78167,18791,10,7,short,сільце́
шаленість,noun,83783,19103,10,10,mid,шале́ність
рученя,noun,77130,18732,10,7,short,рученя́
вдихання,noun,54313,17384,10,9,mid,вдиха́ння
спринт,noun,79116,18847,10,6,short,спринт
нарив,noun,69029,18219,10,6,short,нари́в
удовиця,noun,81272,18979,10,8,short,удови́ця
есесівець,noun,59888,17687,10,10,mid,есе́сівець
